order_id,date,year,month,month_name,quarter,weekday,category,region,sales_rep,payment_mode,unit_price,quantity,discount_pct,revenue,cost,profit,profit_margin,age_segment,returned
ORD-01079,2023-01-07,2023,1,Jan,Q1,Saturday,Clothing,South,Rep_18,Credit Card,7527.23,1,0,7527.23,4365.79,3161.44,42.0,26-35,False
ORD-01080,2023-01-07,2023,1,Jan,Q1,Saturday,Electronics,North,Rep_14,Debit Card,86186.28,1,5,81876.97,67139.12,14737.85,18.0,36-45,False
ORD-01081,2023-01-07,2023,1,Jan,Q1,Saturday,Clothing,East,Rep_19,Cash,5994.27,1,0,5994.27,3476.68,2517.59,42.0,18-25,False
ORD-01082,2023-01-07,2023,1,Jan,Q1,Saturday,Food & Grocery,East,Rep_12,Credit Card,2134.58,2,15,3628.79,2830.46,798.33,22.0,26-35,False
ORD-01083,2023-01-07,2023,1,Jan,Q1,Saturday,Sports & Fitness,East,Rep_18,UPI,28839.95,1,0,28839.95,20187.96,8651.99,30.0,46-55,False
ORD-01084,2023-01-07,2023,1,Jan,Q1,Saturday,Clothing,East,Rep_13,Debit Card,6769.0,1,5,6430.55,3729.72,2700.83,42.0,36-45,False
ORD-01085,2023-01-07,2023,1,Jan,Q1,Saturday,Electronics,East,Rep_05,Net Banking,71667.75,2,0,143335.5,117535.11,25800.39,18.0,36-45,False
ORD-01086,2023-01-07,2023,1,Jan,Q1,Saturday,Food & Grocery,West,Rep_03,UPI,1164.22,1,0,1164.22,908.09,256.13,22.0,18-25,False
ORD-01087,2023-01-08,2023,1,Jan,Q1,Sunday,Electronics,South,Rep_07,Debit Card,48875.91,1,0,48875.91,40078.25,8797.66,18.0,26-35,False
ORD-01088,2023-01-08,2023,1,Jan,Q1,Sunday,Clothing,Central,Rep_14,Credit Card,6633.85,1,0,6633.85,3847.63,2786.22,42.0,18-25,True
ORD-01089,2023-01-08,2023,1,Jan,Q1,Sunday,Food & Grocery,Central,Rep_12,Credit Card,1329.5,2,0,2659.0,2074.02,584.98,22.0,18-25,False
ORD-01090,2023-01-08,2023,1,Jan,Q1,Sunday,Electronics,North,Rep_08,Credit Card,62188.57,1,0,62188.57,50994.63,11193.94,18.0,18-25,False
ORD-01091,2023-01-08,2023,1,Jan,Q1,Sunday,Electronics,West,Rep_19,Cash,55885.3,1,5,53091.04,43534.65,9556.39,18.0,36-45,False
ORD-01092,2023-01-08,2023,1,Jan,Q1,Sunday,Clothing,West,Rep_04,UPI,7068.76,4,0,28275.04,16399.52,11875.52,42.0,26-35,False
ORD-01093,2023-01-08,2023,1,Jan,Q1,Sunday,Food & Grocery,Central,Rep_19,UPI,841.24,2,0,1682.48,1312.33,370.15,22.0,55+,False
ORD-01094,2023-01-08,2023,1,Jan,Q1,Sunday,Home & Living,North,Rep_08,Credit Card,12943.02,1,0,12943.02,8412.96,4530.06,35.0,46-55,False
ORD-01095,2023-01-08,2023,1,Jan,Q1,Sunday,Food & Grocery,North,Rep_19,UPI,2769.76,2,5,5262.54,4104.78,1157.76,22.0,26-35,False
ORD-01096,2023-01-08,2023,1,Jan,Q1,Sunday,Clothing,East,Rep_11,Credit Card,3620.77,1,0,3620.77,2100.05,1520.72,42.0,26-35,False
ORD-01097,2023-01-08,2023,1,Jan,Q1,Sunday,Food & Grocery,South,Rep_15,UPI,629.94,1,5,598.44,466.78,131.66,22.0,26-35,False
ORD-01098,2023-01-08,2023,1,Jan,Q1,Sunday,Beauty & Personal Care,South,Rep_18,UPI,3184.36,1,20,2547.49,1324.69,1222.8,48.0,36-45,False
ORD-01099,2023-01-08,2023,1,Jan,Q1,Sunday,Food & Grocery,South,Rep_08,UPI,1764.96,1,5,1676.71,1307.83,368.88,22.0,18-25,False
ORD-01100,2023-01-08,2023,1,Jan,Q1,Sunday,Clothing,East,Rep_20,UPI,3706.86,1,0,3706.86,2149.98,1556.88,42.0,26-35,False
ORD-01101,2023-01-09,2023,1,Jan,Q1,Monday,Clothing,East,Rep_12,UPI,1252.52,1,0,1252.52,726.46,526.06,42.0,26-35,False
ORD-01102,2023-01-09,2023,1,Jan,Q1,Monday,Home & Living,South,Rep_01,UPI,20385.84,1,0,20385.84,13250.8,7135.04,35.0,26-35,False
ORD-01103,2023-01-09,2023,1,Jan,Q1,Monday,Food & Grocery,East,Rep_08,UPI,304.17,1,0,304.17,237.25,66.92,22.0,36-45,False
ORD-01104,2023-01-09,2023,1,Jan,Q1,Monday,Sports & Fitness,North,Rep_08,Debit Card,6736.11,1,0,6736.11,4715.28,2020.83,30.0,26-35,False
ORD-01105,2023-01-09,2023,1,Jan,Q1,Monday,Clothing,East,Rep_12,Debit Card,5293.74,1,0,5293.74,3070.37,2223.37,42.0,46-55,False
ORD-01106,2023-01-09,2023,1,Jan,Q1,Monday,Home & Living,South,Rep_09,Credit Card,9194.11,1,0,9194.11,5976.17,3217.94,35.0,36-45,False
ORD-01107,2023-01-09,2023,1,Jan,Q1,Monday,Home & Living,Central,Rep_06,Credit Card,21484.0,1,0,21484.0,13964.6,7519.4,35.0,46-55,False
ORD-01108,2023-01-09,2023,1,Jan,Q1,Monday,Food & Grocery,West,Rep_20,Credit Card,267.47,1,0,267.47,208.63,58.84,22.0,18-25,False
ORD-01109,2023-01-09,2023,1,Jan,Q1,Monday,Clothing,North,Rep_01,UPI,5531.57,3,0,16594.71,9624.93,6969.78,42.0,18-25,False
ORD-01110,2023-01-09,2023,1,Jan,Q1,Monday,Electronics,South,Rep_05,UPI,33088.43,1,0,33088.43,27132.51,5955.92,18.0,46-55,False
ORD-01111,2023-01-09,2023,1,Jan,Q1,Monday,Electronics,South,Rep_16,Debit Card,45353.55,3,0,136060.65,111569.73,24490.92,18.0,26-35,True
ORD-01112,2023-01-09,2023,1,Jan,Q1,Monday,Beauty & Personal Care,East,Rep_03,Debit Card,5052.36,2,0,10104.72,5254.45,4850.27,48.0,18-25,False
ORD-01113,2023-01-09,2023,1,Jan,Q1,Monday,Electronics,North,Rep_19,Cash,9990.77,1,0,9990.77,8192.43,1798.34,18.0,18-25,False
ORD-01114,2023-01-10,2023,1,Jan,Q1,Tuesday,Food & Grocery,East,Rep_20,UPI,235.63,1,10,212.07,165.41,46.66,22.0,26-35,False
ORD-01115,2023-01-10,2023,1,Jan,Q1,Tuesday,Food & Grocery,East,Rep_19,Net Banking,112.37,2,0,224.74,175.3,49.44,22.0,26-35,False
ORD-01116,2023-01-10,2023,1,Jan,Q1,Tuesday,Food & Grocery,West,Rep_07,UPI,407.4,1,5,387.03,301.88,85.15,22.0,26-35,False
ORD-01117,2023-01-10,2023,1,Jan,Q1,Tuesday,Clothing,East,Rep_06,Credit Card,7409.23,1,10,6668.31,3867.62,2800.69,42.0,36-45,False
ORD-01118,2023-01-10,2023,1,Jan,Q1,Tuesday,Clothing,South,Rep_10,UPI,2347.4,1,10,2112.66,1225.34,887.32,42.0,36-45,False
ORD-01119,2023-01-11,2023,1,Jan,Q1,Wednesday,Beauty & Personal Care,West,Rep_19,UPI,4698.72,1,20,3758.98,1954.67,1804.31,48.0,55+,False
ORD-01120,2023-01-11,2023,1,Jan,Q1,Wednesday,Food & Grocery,West,Rep_09,UPI,2583.73,1,10,2325.36,1813.78,511.58,22.0,18-25,False
ORD-01121,2023-01-11,2023,1,Jan,Q1,Wednesday,Clothing,West,Rep_19,Cash,7331.68,1,15,6231.93,3614.52,2617.41,42.0,26-35,False
ORD-01122,2023-01-11,2023,1,Jan,Q1,Wednesday,Clothing,East,Rep_09,UPI,4399.45,2,0,8798.9,5103.36,3695.54,42.0,36-45,False
ORD-01123,2023-01-11,2023,1,Jan,Q1,Wednesday,Electronics,East,Rep_11,UPI,80254.54,1,0,80254.54,65808.72,14445.82,18.0,18-25,False
ORD-01124,2023-01-11,2023,1,Jan,Q1,Wednesday,Home & Living,Central,Rep_19,Net Banking,22681.86,1,0,22681.86,14743.21,7938.65,35.0,55+,False
ORD-01125,2023-01-11,2023,1,Jan,Q1,Wednesday,Clothing,North,Rep_06,Debit Card,8757.74,3,0,26273.22,15238.47,11034.75,42.0,36-45,False
ORD-01126,2023-01-11,2023,1,Jan,Q1,Wednesday,Electronics,East,Rep_16,Net Banking,57551.18,1,0,57551.18,47191.97,10359.21,18.0,36-45,False
ORD-01127,2023-01-11,2023,1,Jan,Q1,Wednesday,Clothing,North,Rep_06,Debit Card,3254.56,1,10,2929.1,1698.88,1230.22,42.0,36-45,False
ORD-01128,2023-01-12,2023,1,Jan,Q1,Thursday,Beauty & Personal Care,West,Rep_18,Credit Card,514.99,1,0,514.99,267.79,247.2,48.0,18-25,False
ORD-01129,2023-01-12,2023,1,Jan,Q1,Thursday,Electronics,West,Rep_17,UPI,90950.09,1,0,90950.09,74579.07,16371.02,18.0,18-25,False
ORD-01130,2023-01-12,2023,1,Jan,Q1,Thursday,Food & Grocery,North,Rep_17,Debit Card,460.38,2,5,874.72,682.28,192.44,22.0,46-55,False
ORD-01131,2023-01-12,2023,1,Jan,Q1,Thursday,Home & Living,North,Rep_18,Credit Card,3424.14,1,5,3252.93,2114.4,1138.53,35.0,26-35,False
ORD-01132,2023-01-12,2023,1,Jan,Q1,Thursday,Food & Grocery,North,Rep_20,UPI,262.51,2,5,498.77,389.04,109.73,22.0,36-45,False
ORD-01133,2023-01-13,2023,1,Jan,Q1,Friday,Electronics,East,Rep_08,Net Banking,88099.67,1,0,88099.67,72241.73,15857.94,18.0,55+,False
ORD-01134,2023-01-13,2023,1,Jan,Q1,Friday,Electronics,West,Rep_16,Cash,83579.47,3,25,188053.81,154204.12,33849.69,18.0,26-35,False
ORD-01135,2023-01-13,2023,1,Jan,Q1,Friday,Food & Grocery,East,Rep_16,Credit Card,1990.57,1,0,1990.57,1552.64,437.93,22.0,36-45,False
ORD-01136,2023-01-13,2023,1,Jan,Q1,Friday,Beauty & Personal Care,East,Rep_05,Cash,4115.12,1,0,4115.12,2139.86,1975.26,48.0,26-35,False
ORD-01137,2023-01-13,2023,1,Jan,Q1,Friday,Food & Grocery,Central,Rep_17,Credit Card,2270.57,1,0,2270.57,1771.04,499.53,22.0,18-25,False
ORD-01138,2023-01-14,2023,1,Jan,Q1,Saturday,Sports & Fitness,East,Rep_16,Cash,4443.36,1,5,4221.19,2954.83,1266.36,30.0,26-35,False
ORD-01139,2023-01-14,2023,1,Jan,Q1,Saturday,Clothing,West,Rep_13,Debit Card,5749.82,4,0,22999.28,13339.58,9659.7,42.0,26-35,False
ORD-01140,2023-01-14,2023,1,Jan,Q1,Saturday,Home & Living,East,Rep_08,Cash,7874.95,2,0,15749.9,10237.44,5512.46,35.0,26-35,False
ORD-01141,2023-01-14,2023,1,Jan,Q1,Saturday,Food & Grocery,Central,Rep_13,Debit Card,2409.9,1,20,1927.92,1503.78,424.14,22.0,36-45,False
ORD-01142,2023-01-15,2023,1,Jan,Q1,Sunday,Beauty & Personal Care,East,Rep_02,Credit Card,2472.25,1,0,2472.25,1285.57,1186.68,48.0,55+,False
ORD-01143,2023-01-15,2023,1,Jan,Q1,Sunday,Electronics,West,Rep_04,UPI,92273.95,1,0,92273.95,75664.64,16609.31,18.0,36-45,False
ORD-01144,2023-01-15,2023,1,Jan,Q1,Sunday,Food & Grocery,West,Rep_05,Credit Card,2854.21,2,0,5708.42,4452.57,1255.85,22.0,46-55,False
ORD-01145,2023-01-15,2023,1,Jan,Q1,Sunday,Food & Grocery,South,Rep_03,Cash,1490.85,1,0,1490.85,1162.86,327.99,22.0,46-55,False
ORD-01146,2023-01-15,2023,1,Jan,Q1,Sunday,Food & Grocery,South,Rep_16,Cash,1126.76,1,0,1126.76,878.87,247.89,22.0,18-25,False
ORD-01147,2023-01-15,2023,1,Jan,Q1,Sunday,Home & Living,Central,Rep_08,UPI,2404.5,4,25,7213.5,4688.78,2524.72,35.0,26-35,False
ORD-01148,2023-01-15,2023,1,Jan,Q1,Sunday,Home & Living,Central,Rep_15,Credit Card,17604.96,1,0,17604.96,11443.22,6161.74,35.0,26-35,True
ORD-01149,2023-01-15,2023,1,Jan,Q1,Sunday,Clothing,North,Rep_12,Debit Card,7550.95,1,0,7550.95,4379.55,3171.4,42.0,18-25,False
ORD-01150,2023-01-15,2023,1,Jan,Q1,Sunday,Food & Grocery,West,Rep_06,Credit Card,2738.12,2,20,4380.99,3417.17,963.82,22.0,36-45,False
ORD-01151,2023-01-15,2023,1,Jan,Q1,Sunday,Home & Living,East,Rep_19,Credit Card,19194.14,1,0,19194.14,12476.19,6717.95,35.0,36-45,False
ORD-01152,2023-01-15,2023,1,Jan,Q1,Sunday,Clothing,North,Rep_15,Cash,8604.23,2,0,17208.46,9980.91,7227.55,42.0,36-45,False
ORD-01153,2023-01-15,2023,1,Jan,Q1,Sunday,Food & Grocery,South,Rep_19,Credit Card,108.87,1,10,97.98,76.42,21.56,22.0,55+,False
ORD-01154,2023-01-15,2023,1,Jan,Q1,Sunday,Food & Grocery,South,Rep_13,Cash,2345.39,1,0,2345.39,1829.4,515.99,22.0,18-25,False
ORD-01155,2023-01-15,2023,1,Jan,Q1,Sunday,Clothing,South,Rep_10,Credit Card,3070.63,4,10,11054.27,6411.48,4642.79,42.0,46-55,False
ORD-01156,2023-01-15,2023,1,Jan,Q1,Sunday,Electronics,Central,Rep_02,Cash,71742.95,1,0,71742.95,58829.22,12913.73,18.0,46-55,False
ORD-01157,2023-01-16,2023,1,Jan,Q1,Monday,Beauty & Personal Care,West,Rep_08,UPI,5212.68,2,25,7819.02,4065.89,3753.13,48.0,26-35,False
ORD-01158,2023-01-16,2023,1,Jan,Q1,Monday,Food & Grocery,West,Rep_05,UPI,2990.11,1,10,2691.1,2099.06,592.04,22.0,55+,False
ORD-01159,2023-01-16,2023,1,Jan,Q1,Monday,Clothing,East,Rep_19,Debit Card,7953.37,2,0,15906.74,9225.91,6680.83,42.0,18-25,False
ORD-01160,2023-01-16,2023,1,Jan,Q1,Monday,Clothing,East,Rep_07,Credit Card,3957.07,1,20,3165.66,1836.08,1329.58,42.0,36-45,False
ORD-01161,2023-01-16,2023,1,Jan,Q1,Monday,Food & Grocery,Central,Rep_06,Credit Card,1535.13,1,5,1458.37,1137.53,320.84,22.0,46-55,False
